Close,Date,High,Low,Open,Volume,sma_close_5,sma_close_10,sma_close_20,sma_close_50,sma_close_100,sma_close_200,ema_close_5,ema_close_10,ema_close_20,ema_close_50,ema_close_100,ema_close_200,ema_close_12,ema_close_26,macd_close_12_26,signal_macd_close_12_26_9,rsi_close_14,ema_close_14,trix_close_14,stoch_14,signal_stoch_14,stochrsi_rsi_14,cci_tp_20,wr_close_14,atr_close_14,obv_close|volume_1,cmf_close|volume_21,mfi_tp|volume_15,sma_close_14,pgo_close_14,atr_signal,cci_signal,cmf_21_signal,ema_5_10_signal,ema_20_100_signal,macd_signal,mfi_signal,obv_1_signal,pgo_signal,rsi_signal,sma_5_10_signal,sma_20_100_signal,stochrsi_signal,stoch_signal,trix_signal,wr_signal,Symbol,close_price_change
1256.3,2014-01-06,1262.0,1241.6,1257.55,1836289,0.0,0.0,0.0,0.0,0.0,0.0,1270.3296296296298,1278.5944402704731,1284.5324694957349,1288.8924561443189,1290.5029726264459,1291.3403531585902,1280.4103777878927,1286.1301834070011,-5.719805619108456,-1.9427590037090434,0.0,1281.8034962962965,-0.022735441008784593,17.625899280575574,17.13761927877652,,4771.0682845586525,-82.37410071942442,31.129649923896547,-6264564,-0.08855048757409358,,0.0,40.357023065511775,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Sell,Sell,Sell,Neutral,Sell,Oversold,AXISBANK,0
664.4,2014-01-07,670.95,653.3,667.1,1974230,662.27,0.0,0.0,0.0,0.0,0.0,663.0246913580247,663.4392971791544,664.0465996678338,664.632927055678,664.877194762588,665.0098586297686,663.6000822800322,664.2483909784904,-0.6483086984582087,-0.4064787651130204,50.42555377399761,663.7386498765434,-0.009446241750725936,58.18181818181809,52.79461279461285,100.00000000000001,24514.91617357036,-41.81818181818191,13.64256504794906,1427532,0.09469979789598816,,0.0,48.70051912267641,Low Volatility,Buy,Buy,Sell,Sell,Sell,Neutral,Buy,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Neutral,HDFCBANK,1
1234.25,2014-01-07,1265.8,1215.5,1257.5,3020062,1263.19,0.0,0.0,0.0,0.0,0.0,1258.3030864197533,1270.5318147667508,1279.7436628770934,1286.7496147268948,1289.389052376417,1290.772289943082,1273.3087812051401,1282.2872068583342,-8.978425653194108,-3.3498923336060566,0.0,1275.463030123457,-0.0394406107472173,17.123287671232877,18.006236120796004,,4211.209339227022,-82.87671232876713,35.55193867808399,-9284626,-0.13662010820765905,,0.0,34.716812806634756,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Sell,Neutral,Sell,Oversold,AXISBANK,0
1050.0,2014-01-07,1059.2,1023.85,1045.05,3375730,1066.18,0.0,0.0,0.0,0.0,0.0,1062.3950617283951,1074.6010859913938,1084.2863338835155,1091.7983040710837,1094.6509984955755,1096.150061634503,1077.4909877105142,1087.002174277107,-9.511186566592869,-3.7681860571929837,15.692934486996478,1079.7521402469138,-0.05226718917569121,27.774827403080174,21.523242593477452,100.0,3486.047132652391,-72.22517259691983,32.77020284511593,-3640345,-0.04948376643148448,,0.0,32.04130303869913,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Divergence,Long,Oversold,Buy,Sell,Buy,Buy,Sell,Neutral,ICICIBANK,1
664.7,2014-01-08,666.95,660.0,665.2,1162370,662.1800000000001,0.0,0.0,0.0,0.0,0.0,663.5831275720166,663.6685158738536,664.1088282708972,664.6355573672201,664.8736859554081,665.0067754593232,663.7693003907965,664.2818434986023,-0.5125431078057545,-0.42769163365156726,51.41985742472615,663.8668298930043,-0.010069974123829576,59.393939393939576,54.94949494949504,100.0,24779.471228616057,-40.606060606060424,12.310790841990363,2589902,0.1273229857416892,,0.0,53.9932818720957,Low Volatility,Buy,Buy,Sell,Sell,Sell,Neutral,Buy,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Neutral,HDFCBANK,1
1211.75,2014-01-08,1245.0,1207.15,1240.0,2780369,1247.1,0.0,0.0,0.0,0.0,0.0,1242.7853909465023,1259.8442120818868,1273.2680759364177,1283.8084533650558,1287.8516453986663,1289.9859985008623,1263.8381994812723,1277.0622285725317,-13.224029091259354,-5.324719685136717,0.0,1266.9679594403294,-0.0629996002752822,3.90326686465839,12.884151272155615,,3811.599479843951,-96.09673313534161,36.00923700395934,-12064995,-0.26723243249498085,,0.0,33.65108791021492,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Sell,Neutral,Sell,Oversold,AXISBANK,0
1054.3,2014-01-08,1063.85,1043.3,1054.0,3446450,1057.5000000000002,0.0,0.0,0.0,0.0,0.0,1059.69670781893,1070.909979447504,1081.430492561276,1090.327782342806,1093.8519688223957,1095.7336431107765,1073.9231434473581,1084.5797909973214,-10.656647549963282,-5.145878355747044,21.864796672776052,1076.3585215473254,-0.07203849103138507,32.34200743494417,22.349573838915486,100.0,3849.5585996956015,-67.65799256505582,30.338466907682495,-193895,-0.02184059438264981,,0.0,34.75126159829202,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Divergence,Long,Oversold,Buy,Sell,Buy,Neutral,Sell,Neutral,ICICIBANK,1
662.95,2014-01-09,666.05,657.1,663.2,944368,663.3700000000001,0.0,0.0,0.0,0.0,0.0,663.3720850480111,663.5378766240619,663.998463673669,664.5694570783096,664.8355931642119,664.9863100318672,663.6432541768278,664.1831884246318,-0.5399342478040126,-0.45014015648205635,45.66604099585854,663.7445859072703,-0.010686661665630311,52.32323232323251,56.63299663299673,88.810127610154,27869.100801833327,-47.67676767676749,11.71767697011136,1645534,0.14409704306620116,,0.0,56.57691381073289,Low Volatility,Buy,Buy,Sell,Sell,Sell,Neutral,Sell,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Neutral,HDFCBANK,0
1050.85,2014-01-09,1065.6,1042.25,1064.8,3497943,1052.55,0.0,0.0,0.0,0.0,0.0,1056.74780521262,1067.2627104570486,1078.5180646982974,1088.7796340156372,1093.0004446872986,1095.2870396967392,1070.3734290708414,1082.0812879604828,-11.70785888964133,-6.458274462525901,20.564040148497398,1072.9573853410154,-0.09116740053767364,28.677642060541576,29.598158966188635,94.05090957969789,4202.851207690115,-71.32235793945843,29.105139140204102,-3691838,-0.06759877724497816,,0.0,36.105307551971755,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Buy,Neutral,Sell,Neutral,ICICIBANK,0
1184.85,2014-01-09,1210.55,1176.2,1205.0,5110747,1229.6100000000001,0.0,0.0,0.0,0.0,0.0,1223.473593964335,1246.208900794271,1264.847306799616,1279.927729703681,1285.8120088561186,1288.9398691625454,1251.6861687918458,1270.2316931227144,-18.545524330868602,-7.968880614283094,0.0,1256.0188981816189,-0.09469811964202718,5.813172043010662,8.946575526300643,,2857.3033249250984,-94.18682795698933,35.92819065197418,-17175742,-0.3311682966365914,,0.0,32.97828191453596,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Sell,Neutral,Sell,Oversold,AXISBANK,0
1024.5,2014-01-10,1054.6,1018.65,1047.35,3970052,1044.09,0.0,0.0,0.0,0.0,0.0,1045.9985368084135,1059.4876721921307,1073.3734871079835,1086.2588640542397,1091.644000238045,1094.5826910430403,1063.3159784445581,1077.8160073708173,-14.50002892625912,-8.066625355272546,13.80763090964453,1066.49640062888,-0.11446218290801051,5.888273779567208,22.30264109168432,63.150054017362386,4020.15593474669,-94.11172622043279,30.19828610822706,-7661890,-0.17500535285858496,,0.0,33.92576639377195,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Buy,Neutral,Sell,Oversold,ICICIBANK,0
1164.05,2014-01-10,1196.55,1158.9,1193.95,3975548,1210.2400000000002,0.0,0.0,0.0,0.0,0.0,1203.6657293095568,1231.2709188316762,1255.2475632948906,1275.3835050094192,1283.4008799678786,1287.6971838972465,1238.2036812854078,1262.3663825210317,-24.1627012356239,-11.207644738551256,0.0,1243.7563784240697,-0.13381478784691972,3.100541842263616,4.272326916644224,,2313.3678415906643,-96.89945815773638,36.203169312148724,-21151290,-0.4016616883271233,,0.0,32.15326232804095,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Buy,Sell,Sell,Neutral,Sell,Oversold,AXISBANK,0
662.05,2014-01-10,674.7,656.3,662.95,1537627,663.1600000000001,0.0,0.0,0.0,0.0,0.0,662.9313900320074,663.2673536015052,663.8128957047481,664.4706548399446,664.7804329035345,664.9570930166249,663.3981381496235,664.0251744672516,-0.6270363176281535,-0.4855193887112758,43.00106391260476,663.5186411196343,-0.011564460692307843,48.6868686868685,53.46801346801353,83.62734956150798,27185.67774936068,-51.3131313131315,12.784866107932743,107907,0.07569023957477171,,0.0,51.78388216277148,Low Volatility,Buy,Buy,Sell,Sell,Sell,Neutral,Sell,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Neutral,HDFCBANK,0
1054.9,2014-01-13,1061.1,1030.1,1030.1,3269439,1046.91,0.0,0.0,0.0,0.0,0.0,1048.9656912056091,1058.6535499753797,1071.6141073834135,1085.0291046795637,1090.9163962729351,1094.187838395846,1062.0212125300106,1076.1185253433493,-14.097312813338704,-9.272762846885778,38.79301943106667,1064.9502138783628,-0.1325242854209447,36.48716658278823,23.684360807632334,100.0,4352.12111896712,-63.51283341721177,31.137731716646073,-4392451,-0.07642800174755547,,0.0,33.878511434282025,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Buy,Long,Neutral,Buy,Sell,Buy,Buy,Sell,Neutral,ICICIBANK,1
1184.9,2014-01-13,1200.0,1165.0,1165.0,1694072,1195.96,0.0,0.0,0.0,0.0,0.0,1197.4104862063714,1222.8398426804622,1248.5477953620439,1271.835132263952,1281.450367493267,1286.67432634603,1230.0031149338067,1256.6281319639181,-26.625017030111394,-14.291119196863285,17.361084351020338,1235.9088613008605,-0.17180114334758956,15.653220951234205,8.188978278836162,100.0,2146.3957003694977,-84.3467790487658,36.16601694912447,-19457218,-0.3636058755030192,,0.0,32.76280055021887,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Divergence,Long,Oversold,Buy,Sell,Buy,Neutral,Sell,Oversold,AXISBANK,1
672.85,2014-01-13,676.95,656.9,660.1,1188145,665.3900000000001,0.0,0.0,0.0,0.0,0.0,666.2375933546716,665.0096529466861,664.6735723042959,664.7992566109272,664.9402263113852,665.0356294045192,664.8522707419891,664.6788652474553,0.17340549453376752,-0.35373441206226713,67.50650334436816,664.762822303683,-0.008691416243319408,84.78664192949901,61.93224764653334,100.0,20573.72318207708,-15.213358070500986,13.851017804941597,1296052,0.12331606181283383,,0.0,48.577657575456215,Low Volatility,Buy,Buy,Buy,Sell,Buy,Neutral,Buy,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Overbought,HDFCBANK,1
1036.45,2014-01-14,1061.0,1033.0,1052.0,3078938,1044.2,1055.19,0.0,0.0,0.0,0.0,1044.7937941370728,1054.616540888947,1068.2651447754693,1083.1240417509534,1089.837853772481,1093.613332541161,1058.0871798330859,1073.180116058657,-15.092936225571066,-10.436797522622836,32.61388917175417,1061.1501853612478,-0.15001306324739522,17.91645697030706,20.097299110887494,84.07154083406031,4523.706304822192,-82.08354302969293,30.709525212238937,-7471389,-0.14886265960371117,,0.0,33.750114755500505,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Neutral,Sell,Sell,Buy,Neutral,Sell,Oversold,ICICIBANK,0
1177.05,2014-01-14,1193.55,1169.25,1185.0,2420113,1184.52,1223.8549999999998,0.0,0.0,0.0,0.0,1190.6236574709144,1214.51441673856,1241.7384815180396,1268.118068253601,1279.3830334834993,1285.5835370291543,1221.856481867067,1250.7334555221464,-28.876973655079382,-17.208290088506505,16.219365949866003,1228.0610131274125,-0.208338930864555,10.927152317880719,9.893638370459515,93.42369187275312,2047.191498590326,-89.07284768211927,34.546660644038056,-21877331,-0.3630943446952312,,0.0,34.0713104553893,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Sell,Sell,Buy,Neutral,Sell,Oversold,AXISBANK,0
672.3,2014-01-14,676.0,668.3,669.05,894280,666.9700000000001,664.6200000000001,0.0,0.0,0.0,0.0,668.2583955697811,666.3351705927431,665.3998987515059,665.0934034104987,665.0859644042291,665.1079116990016,665.9980752432215,665.2433937476437,0.7546814955777563,-0.13205123053426243,65.95145552931828,665.7677793298586,-0.0036906886400201104,82.74582560296815,72.07311207311189,97.69644739690165,15424.506654428722,-17.25417439703185,13.011587901222658,401772,0.11782994449167289,,0.0,51.66932776412524,Low Volatility,Buy,Buy,Buy,Buy,Buy,Neutral,Divergence,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Overbought,HDFCBANK,0
1058.35,2014-01-15,1068.8,1042.9,1045.0,3436176,1045.01,1051.255,0.0,0.0,0.0,0.0,1049.3125294247152,1055.2953516364112,1067.3208452730437,1082.1525107018965,1089.2143319156,1093.262453610403,1058.1276137049188,1072.0815889432008,-13.953975238282055,-11.14023306575468,44.01348882160683,1060.7768273130814,-0.16119969631168343,39.95973829894305,31.45445395067944,100.0,5028.263462849347,-60.04026170105695,30.919728970932958,-4035213,-0.11239758002221002,,0.0,34.22895462618493,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Buy,Long,Neutral,Sell,Sell,Buy,Buy,Sell,Neutral,ICICIBANK,1
1178.3,2014-01-15,1188.0,1166.4,1185.0,2840552,1177.8300000000002,1212.4649999999997,0.0,0.0,0.0,0.0,1186.5157716472763,1207.929977331549,1235.6967213734645,1264.5957910671852,1277.3813892561031,1284.5160391482673,1215.155484656749,1245.3680143723577,-30.212529715608753,-19.809138013926955,17.153653483759243,1221.4262113770908,-0.24153772699013198,11.679711017459287,12.75336142885807,98.80519636292819,2007.4751388350765,-88.3202889825407,32.88772827261944,-19036779,-0.317935587404596,,0.0,35.82795352213456,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Divergence,Long,Oversold,Sell,Sell,Buy,Neutral,Sell,Oversold,AXISBANK,1
680.55,2014-01-15,682.7,669.6,673.0,1156960,670.1400000000001,666.1600000000001,0.0,0.0,0.0,0.0,672.3555970465208,668.9196850304262,666.8427655370767,665.6995444532242,665.392182930878,665.2615643189121,668.2368328981105,666.3772164330035,1.859616465107024,0.2662823085939949,75.18530852808297,667.7387420858776,0.005403191479848177,93.42507645259911,86.9858479950221,100.0,10838.283762943429,-6.57492354740088,13.022916667513783,1558732,0.1608197474174034,,0.0,52.25787873600241,Low Volatility,Buy,Buy,Buy,Buy,Buy,Neutral,Buy,Long,Overbought,Buy,Sell,Buy,Neutral,Buy,Overbought,HDFCBANK,1
1058.9,2014-01-16,1066.5,1049.05,1066.5,1633953,1046.6200000000001,1049.585,0.0,0.0,0.0,0.0,1052.5083529498102,1055.9507422479728,1066.5188600089443,1081.2406475371163,1088.614048115291,1092.9205386491055,1058.2464423657004,1071.1051749474082,-12.858732581707727,-11.48393296894529,44.268478946498576,1060.5265836713372,-0.16724462426496708,40.51333668847519,32.7965106525751,99.99999999999999,5449.699570815476,-59.48666331152481,29.286394815962858,-2401260,-0.10074918421395883,,0.0,36.156720779535334,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Buy,Long,Neutral,Sell,Sell,Buy,Neutral,Sell,Neutral,ICICIBANK,1
673.05,2014-01-16,685.0,670.35,684.4,1125294,672.1600000000002,667.7650000000001,0.0,0.0,0.0,0.0,672.5870646976805,669.6706513885305,667.4339307240218,665.9877976119213,665.5438228728408,665.3390611913607,668.977320144555,666.8714966972253,2.105823447329726,0.6341905363411412,59.41120277301151,668.4469098077606,0.014031079029084835,65.85714285714273,80.67601497090334,79.0196967148448,9164.457831325333,-34.142857142857274,13.220216166684644,433438,0.10521621209012472,,0.0,50.910665265527726,Low Volatility,Buy,Buy,Buy,Buy,Buy,Neutral,Divergence,Long,Neutral,Buy,Sell,Buy,Sell,Buy,Neutral,HDFCBANK,0
1176.15,2014-01-16,1197.5,1168.7,1185.0,3795978,1176.0900000000001,1202.8499999999997,0.0,0.0,0.0,0.0,1183.0605144315177,1202.1517996349037,1230.025605052182,1261.1273286723936,1275.3768072906357,1283.437770102016,1209.154640863403,1240.2407540484794,-31.08611318507633,-22.06453304815683,16.806495462557507,1215.3893831934786,-0.270875085318268,10.385310054184233,10.997391129841413,96.80556307860898,2016.2789043045193,-89.61468994581577,32.3920519142967,-22832757,-0.33685739499398026,,0.0,36.30983313782877,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Sell,Sell,Buy,Neutral,Sell,Oversold,AXISBANK,0
665.0,2014-01-17,675.0,659.05,675.0,10843714,672.7500000000002,667.9550000000002,0.0,0.0,0.0,0.0,670.058043131787,668.8214420451612,667.2021277979245,665.9490604506695,665.5330541030816,665.3356874481631,668.3654247377003,666.7328673122456,1.6325574254547064,0.8338639141638543,47.81544221615386,667.9873218333925,0.019030528148170255,42.857142857142854,67.37978738896156,63.59678925610047,9781.390601928279,-57.142857142857146,13.535516937916096,-10410276,-0.039681919511121405,,0.0,49.13000390381708,Low Volatility,Buy,Sell,Buy,Buy,Buy,Neutral,Sell,Long,Neutral,Buy,Sell,Buy,Neutral,Buy,Neutral,HDFCBANK,0
1034.55,2014-01-17,1061.9,1031.05,1053.4,1758587,1048.63,1046.3600000000001,0.0,0.0,0.0,0.0,1046.5222352998735,1052.0596982028867,1063.4742066747592,1079.409641751347,1087.5434729050874,1092.3397372695124,1054.6008358479003,1068.3973842105631,-13.796548362662861,-11.946456047688804,36.37058642289435,1057.0630391818256,-0.17456411662561816,16.00402617010566,32.15903371917463,82.15910573040162,5460.0604323235775,-83.99597382989433,29.466997365663534,-4159847,-0.13395122370561,,0.0,35.10876887665219,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Neutral,Buy,Sell,Buy,Neutral,Sell,Oversold,ICICIBANK,0
1152.95,2014-01-17,1188.0,1145.0,1178.0,3786564,1173.8700000000001,1192.0549999999998,0.0,0.0,0.0,0.0,1173.0236762876787,1193.206017883103,1222.6850712376886,1256.8850804891624,1272.95251407696,1282.1393843298567,1200.507773038264,1233.7747722671106,-33.266999228846544,-24.305026284294776,13.606489004126175,1207.0641321010148,-0.3000364050890815,4.416666666666692,8.827229246103405,78.37349746720457,1929.2756769856016,-95.58333333333331,33.617311647974304,-26619321,-0.3670212270164094,,0.0,34.2963176851613,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Sell,Long,Oversold,Sell,Sell,Buy,Neutral,Sell,Oversold,AXISBANK,0
670.05,2014-01-20,676.7,666.4,668.1,1400092,672.1900000000003,668.7900000000002,0.0,0.0,0.0,0.0,670.055362087858,669.0448162187682,667.4733537219316,666.1098816094668,665.6224985762879,665.3825960307685,668.6245901626695,666.9785808446719,1.6460093179975956,0.9962929949306025,53.894840593994275,668.2623455889402,0.02317986018457589,57.28571428571416,55.333333333333236,71.68267531131252,9624.660641762144,-42.71428571428584,13.332457432287976,-9010184,-0.052138707025782466,,666.775,0.24564113679963623,Low Volatility,Buy,Sell,Buy,Buy,Buy,Neutral,Divergence,Neutral,Neutral,Buy,Sell,Buy,Neutral,Buy,Neutral,HDFCBANK,1
1044.0,2014-01-20,1048.0,1028.0,1034.5,1930371,1046.45,1046.68,0.0,0.0,0.0,0.0,1045.6814901999157,1050.5942985296344,1061.6195203247821,1078.0210283493334,1086.6812259168678,1091.8587448588705,1052.9699380251463,1066.5901705653362,-13.620232540189818,-12.281211346189007,40.78587848379341,1055.3213006242488,-0.17991109396458085,25.51585304479116,27.344405301124,92.13300175297616,5483.254875588444,-74.48414695520884,28.41968270179728,-2229476,-0.09621223735735386,,1053.4071428571428,-0.33100801848670636,Low Volatility,Buy,Sell,Sell,Sell,Sell,Neutral,Divergence,Neutral,Neutral,Sell,Sell,Buy,Buy,Sell,Neutral,ICICIBANK,1
