Symbol,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,date,close_price_change
AXISBANK,556.0,557.25,546.05,548.4,7028734,2015-06-05,0
HDFCBANK,1010.25,1018.5,1002.5,1011.75,1688465,2015-06-05,0
HDFCBANK,1004.25,1012.25,995.55,1003.45,952999,2015-06-08,0
AXISBANK,547.0,557.5,544.0,553.6,6286247,2015-06-08,1
ICICIBANK,285.65,285.65,280.35,283.15,19223390,2015-06-08,0
AXISBANK,552.05,564.0,550.45,558.7,5252618,2015-06-09,1
HDFCBANK,1005.0,1006.0,997.1,1001.85,1510065,2015-06-09,0
ICICIBANK,282.9,287.8,282.05,287.1,17646795,2015-06-09,1
AXISBANK,558.9,567.7,558.85,564.5,7919473,2015-06-10,1
HDFCBANK,998.0,1019.0,997.0,1015.6,1996562,2015-06-10,1
ICICIBANK,287.0,294.35,286.7,292.5,15897993,2015-06-10,1
AXISBANK,567.9,570.2,545.05,546.75,7608358,2015-06-11,0
HDFCBANK,1017.6,1018.55,994.7,1000.2,2273544,2015-06-11,0
ICICIBANK,296.0,297.2,286.5,288.5,19782305,2015-06-11,0
AXISBANK,547.0,552.5,540.8,551.45,5518696,2015-06-12,1
HDFCBANK,1001.0,1010.85,990.15,1009.15,1632086,2015-06-12,1
ICICIBANK,289.5,297.0,287.15,295.95,18862337,2015-06-12,1
AXISBANK,553.9,555.0,545.35,550.05,5896234,2015-06-15,0
ICICIBANK,295.0,300.35,293.2,299.2,15473368,2015-06-15,1
HDFCBANK,1002.0,1013.75,1000.0,1005.2,1499957,2015-06-15,0
HDFCBANK,1000.0,1010.45,997.05,1008.4,1502631,2015-06-16,1
ICICIBANK,297.05,303.0,293.9,302.05,14389204,2015-06-16,1
AXISBANK,550.0,553.95,540.05,551.15,6283177,2015-06-16,1
ICICIBANK,304.25,304.3,300.05,301.35,15317701,2015-06-17,0
HDFCBANK,1009.0,1013.5,999.5,1004.7,2421567,2015-06-17,0
AXISBANK,553.1,557.4,547.6,549.25,4522392,2015-06-17,0
HDFCBANK,1005.9,1023.8,1002.25,1019.6,2107929,2015-06-18,1
AXISBANK,551.7,554.8,547.4,550.05,5579425,2015-06-18,1
ICICIBANK,304.55,305.7,302.35,303.35,14050420,2015-06-18,1
AXISBANK,554.0,555.4,548.25,551.55,6783585,2015-06-19,1
HDFCBANK,1024.8,1034.95,1013.15,1030.5,935581,2015-06-19,1
ICICIBANK,300.4,306.0,300.4,304.55,8236721,2015-06-19,1
ICICIBANK,306.4,315.9,306.05,315.05,15566944,2015-06-22,1
AXISBANK,556.55,575.9,556.55,572.15,7325101,2015-06-22,1
HDFCBANK,1032.1,1056.9,1028.5,1047.15,1362413,2015-06-22,1
ICICIBANK,314.95,316.8,312.0,313.5,11903334,2015-06-23,0
AXISBANK,575.6,579.5,566.3,571.3,6608481,2015-06-23,0
HDFCBANK,1052.0,1061.2,1042.5,1052.1,1413795,2015-06-23,1
ICICIBANK,313.7,320.4,312.65,317.75,13622637,2015-06-24,1
HDFCBANK,1054.0,1057.8,1042.7,1045.8,1566849,2015-06-24,0
AXISBANK,572.0,577.4,567.2,571.5,5427984,2015-06-24,1
AXISBANK,568.1,577.9,567.05,570.05,5953158,2015-06-25,0
HDFCBANK,1048.25,1070.85,1042.65,1065.0,4143392,2015-06-25,1
ICICIBANK,316.35,319.65,313.2,314.8,16713846,2015-06-25,0
AXISBANK,568.1,569.7,560.0,565.5,4432487,2015-06-26,0
HDFCBANK,1067.0,1070.95,1051.5,1062.85,1411876,2015-06-26,0
ICICIBANK,315.0,315.05,308.55,311.7,10310913,2015-06-26,0
AXISBANK,554.0,567.3,546.0,562.7,5390158,2015-06-29,0
HDFCBANK,1044.9,1061.75,1030.5,1056.65,1621959,2015-06-29,0
ICICIBANK,302.0,313.0,300.15,311.2,10550360,2015-06-29,0
ICICIBANK,310.05,313.6,304.05,308.0,13750127,2015-06-30,0
HDFCBANK,1052.25,1072.0,1048.0,1067.15,1822534,2015-06-30,1
AXISBANK,561.05,566.0,553.0,558.95,5479844,2015-06-30,0
AXISBANK,558.8,580.5,556.85,578.65,7663185,2015-07-01,1
ICICIBANK,308.7,313.5,308.7,312.2,14074492,2015-07-01,1
HDFCBANK,1061.35,1077.0,1060.05,1072.35,1242797,2015-07-01,1
ICICIBANK,314.3,315.45,311.1,313.0,8411567,2015-07-02,1
HDFCBANK,1065.0,1067.7,1055.65,1058.2,1120861,2015-07-02,0
AXISBANK,580.1,586.65,576.1,584.0,9886455,2015-07-02,1
AXISBANK,581.85,588.5,581.0,585.95,4422432,2015-07-03,1
HDFCBANK,1054.05,1076.15,1054.05,1074.25,1009822,2015-07-03,1
ICICIBANK,311.75,315.5,310.9,314.55,5196658,2015-07-03,1
ICICIBANK,309.1,316.75,305.25,315.15,7783837,2015-07-06,1
AXISBANK,575.5,585.8,573.5,584.2,4973984,2015-07-06,0
HDFCBANK,1064.05,1085.0,1060.25,1083.5,816945,2015-07-06,1
HDFCBANK,1078.5,1091.5,1078.5,1086.85,1035368,2015-07-07,1
ICICIBANK,314.0,318.0,311.55,312.6,9651901,2015-07-07,0
AXISBANK,585.3,590.75,581.35,586.2,4969526,2015-07-07,1
HDFCBANK,1079.1,1080.6,1066.0,1068.85,1350169,2015-07-08,0
ICICIBANK,308.4,311.6,306.3,307.55,12047799,2015-07-08,0
AXISBANK,578.0,585.0,574.9,576.65,6414143,2015-07-08,0
ICICIBANK,307.0,310.95,305.7,309.5,6326679,2015-07-09,1
AXISBANK,575.85,577.4,566.4,571.7,3602432,2015-07-09,0
HDFCBANK,1062.7,1076.9,1060.1,1074.05,699491,2015-07-09,1
ICICIBANK,312.5,314.9,310.25,313.15,9694687,2015-07-10,1
AXISBANK,574.2,583.0,570.8,578.1,6853759,2015-07-10,1
HDFCBANK,1069.8,1095.0,1068.5,1090.75,1225022,2015-07-10,1
HDFCBANK,1085.0,1105.9,1085.0,1096.15,1769021,2015-07-13,1
AXISBANK,578.1,583.45,570.15,581.95,5161182,2015-07-13,1
ICICIBANK,314.5,317.2,312.8,316.4,8149161,2015-07-13,1
ICICIBANK,317.0,317.1,312.05,313.45,7549889,2015-07-14,0
HDFCBANK,1095.5,1101.9,1086.0,1091.85,1418529,2015-07-14,0
AXISBANK,582.6,587.65,578.9,583.9,4566647,2015-07-14,1
ICICIBANK,313.9,316.0,313.35,314.65,6707357,2015-07-15,1
AXISBANK,584.55,589.45,581.5,584.0,3307716,2015-07-15,1
HDFCBANK,1093.0,1101.45,1090.8,1096.7,962351,2015-07-15,1
ICICIBANK,314.75,318.25,314.4,317.1,12242640,2015-07-16,1
AXISBANK,587.4,613.45,587.0,608.65,14142842,2015-07-16,1
HDFCBANK,1098.8,1119.0,1098.1,1114.7,1827606,2015-07-16,1
HDFCBANK,1119.4,1121.75,1105.6,1110.55,877747,2015-07-17,0
ICICIBANK,318.0,321.0,316.55,317.45,8490636,2015-07-17,1
AXISBANK,604.5,609.9,598.5,602.1,5847889,2015-07-17,0
HDFCBANK,1115.95,1119.0,1107.0,1115.25,1137817,2015-07-20,1
ICICIBANK,318.95,319.8,312.1,315.8,8563731,2015-07-20,0
AXISBANK,600.0,603.4,590.3,599.9,4688323,2015-07-20,0
ICICIBANK,317.5,317.5,310.4,311.45,9729330,2015-07-21,0
AXISBANK,596.6,601.0,582.75,584.65,4375934,2015-07-21,0
HDFCBANK,1116.55,1128.0,1093.1,1098.05,2757034,2015-07-21,0
AXISBANK,582.85,593.5,579.0,589.85,5900119,2015-07-22,1
ICICIBANK,310.8,317.7,309.8,316.8,10128791,2015-07-22,1
HDFCBANK,1096.4,1117.05,1088.65,1114.4,1821600,2015-07-22,1
HDFCBANK,1112.9,1116.7,1100.1,1107.9,1270793,2015-07-23,0
AXISBANK,590.0,598.55,581.4,583.75,5569255,2015-07-23,0
ICICIBANK,316.85,317.7,312.25,312.9,13831706,2015-07-23,0
ICICIBANK,311.8,311.8,299.3,300.6,19252369,2015-07-24,0
HDFCBANK,1103.15,1115.0,1100.5,1107.85,1190252,2015-07-24,0
AXISBANK,587.65,593.75,575.1,580.45,13673495,2015-07-24,0
ICICIBANK,299.85,299.85,290.1,291.1,10193223,2015-07-27,0
HDFCBANK,1103.9,1104.5,1070.0,1095.85,832143,2015-07-27,0
AXISBANK,577.5,579.45,553.75,555.8,9829067,2015-07-27,0
AXISBANK,558.6,564.0,550.45,561.25,8129213,2015-07-28,1
HDFCBANK,1094.0,1113.9,1092.45,1108.5,1586418,2015-07-28,1
ICICIBANK,291.7,295.35,282.7,285.0,23086612,2015-07-28,0
AXISBANK,563.3,568.15,562.0,567.2,4635380,2015-07-29,1
ICICIBANK,287.5,289.9,284.05,289.25,11968942,2015-07-29,1
HDFCBANK,1105.1,1117.9,1105.05,1108.35,985758,2015-07-29,0
HDFCBANK,1107.0,1117.0,1101.1,1110.55,2365547,2015-07-30,1
AXISBANK,571.4,575.75,563.1,565.7,6484751,2015-07-30,0
ICICIBANK,290.0,293.65,287.5,291.0,12459821,2015-07-30,1
ICICIBANK,294.45,308.9,294.1,302.4,35425264,2015-07-31,1
AXISBANK,567.7,579.3,567.0,573.5,6283549,2015-07-31,1
HDFCBANK,1115.6,1121.0,1103.0,1111.65,1412375,2015-07-31,1
HDFCBANK,1112.75,1117.5,1093.45,1095.4,1086432,2015-08-03,0
ICICIBANK,304.45,314.0,304.2,312.9,26099623,2015-08-03,1
AXISBANK,576.0,582.7,573.4,576.7,4355574,2015-08-03,1
HDFCBANK,1098.1,1102.0,1081.95,1086.45,1347732,2015-08-04,0
AXISBANK,578.9,584.45,571.65,580.1,5903968,2015-08-04,1
ICICIBANK,313.5,315.25,307.05,314.05,15270894,2015-08-04,1
AXISBANK,582.0,589.5,576.5,580.4,3419273,2015-08-05,1
HDFCBANK,1092.15,1097.7,1085.2,1092.2,1030695,2015-08-05,1
ICICIBANK,314.75,319.8,309.0,311.35,12544057,2015-08-05,0
AXISBANK,580.0,586.5,578.95,584.75,3125993,2015-08-06,1
ICICIBANK,312.75,312.85,307.45,311.05,11100077,2015-08-06,0
HDFCBANK,1091.9,1101.35,1085.45,1095.95,935928,2015-08-06,1
AXISBANK,584.9,584.9,576.0,580.3,2298504,2015-08-07,0
HDFCBANK,1093.95,1097.5,1088.6,1092.65,806785,2015-08-07,0
ICICIBANK,309.9,312.55,308.45,310.15,5650310,2015-08-07,0
AXISBANK,582.75,584.7,570.75,575.9,2402572,2015-08-10,0
HDFCBANK,1095.0,1105.95,1088.0,1094.65,988594,2015-08-10,1
ICICIBANK,310.0,314.0,307.15,309.6,6998388,2015-08-10,0
ICICIBANK,309.9,309.9,300.75,302.25,9482905,2015-08-11,0
AXISBANK,577.7,580.85,566.35,571.25,3168648,2015-08-11,0
HDFCBANK,1095.05,1098.85,1084.25,1094.7,681922,2015-08-11,1
ICICIBANK,300.0,300.15,290.1,291.65,9356855,2015-08-12,0
AXISBANK,569.4,569.8,556.0,557.85,4787034,2015-08-12,0
HDFCBANK,1088.4,1094.9,1067.7,1070.45,1501435,2015-08-12,0
AXISBANK,563.5,571.45,560.0,567.55,5982710,2015-08-13,1
HDFCBANK,1077.0,1082.7,1066.6,1077.55,866263,2015-08-13,1
ICICIBANK,295.25,298.7,290.85,291.9,12504278,2015-08-13,1
HDFCBANK,1083.1,1103.65,1079.9,1101.8,900415,2015-08-14,1
AXISBANK,565.15,574.25,554.85,570.0,7528941,2015-08-14,1
ICICIBANK,294.25,303.8,292.05,302.6,8790774,2015-08-14,1
AXISBANK,569.75,571.75,560.05,561.4,4466163,2015-08-17,0
HDFCBANK,1099.05,1101.8,1075.8,1091.5,625053,2015-08-17,0
ICICIBANK,301.95,304.7,296.85,302.9,7573765,2015-08-17,1
HDFCBANK,1091.6,1096.1,1078.45,1086.35,464329,2015-08-18,0
ICICIBANK,303.0,304.2,297.7,301.1,5396784,2015-08-18,0
AXISBANK,567.0,567.25,555.5,561.35,2952439,2015-08-18,0
HDFCBANK,1084.85,1087.0,1075.0,1081.85,751144,2015-08-19,0
ICICIBANK,301.05,305.4,300.5,304.5,7958428,2015-08-19,1
AXISBANK,560.9,561.75,552.8,554.0,4135059,2015-08-19,0
AXISBANK,550.0,553.0,529.5,533.4,8909772,2015-08-20,0
HDFCBANK,1068.0,1084.75,1068.0,1074.7,761213,2015-08-20,0
ICICIBANK,300.25,306.75,295.85,298.25,14488138,2015-08-20,0
HDFCBANK,1064.0,1072.95,1051.0,1061.3,1939743,2015-08-21,0
AXISBANK,527.0,528.9,514.3,525.3,10454764,2015-08-21,0
ICICIBANK,293.75,297.9,288.6,296.5,12518007,2015-08-21,0
AXISBANK,506.7,506.7,475.1,482.05,17627734,2015-08-24,0
ICICIBANK,282.4,284.85,267.5,269.95,30284166,2015-08-24,0
HDFCBANK,1044.7,1044.7,1011.25,1019.05,3671582,2015-08-24,0
HDFCBANK,1024.7,1032.3,1005.7,1018.45,3086980,2015-08-25,0
AXISBANK,489.0,506.25,483.5,502.95,14248966,2015-08-25,1
ICICIBANK,276.55,284.4,267.15,283.5,24139658,2015-08-25,1
AXISBANK,499.5,501.9,488.65,495.6,6910566,2015-08-26,0
ICICIBANK,279.95,282.25,275.7,278.05,14718073,2015-08-26,0
HDFCBANK,1017.4,1029.0,1009.0,1013.5,1393250,2015-08-26,0
AXISBANK,505.7,512.0,496.45,509.25,11302689,2015-08-27,1
HDFCBANK,1025.0,1034.45,1009.1,1022.1,3468358,2015-08-27,1
ICICIBANK,282.75,284.5,280.2,282.45,25349886,2015-08-27,1
HDFCBANK,1031.05,1042.75,1019.4,1027.95,1388284,2015-08-28,1
AXISBANK,516.0,528.9,502.25,508.15,10015309,2015-08-28,0
ICICIBANK,285.05,289.3,281.65,283.7,13059781,2015-08-28,1
HDFCBANK,1021.1,1032.9,1015.55,1027.45,860365,2015-08-31,0
ICICIBANK,282.9,284.35,276.35,277.9,13709056,2015-08-31,0
AXISBANK,506.7,517.9,502.0,507.75,6111825,2015-08-31,0
HDFCBANK,1021.3,1021.3,993.0,1000.1,2617286,2015-09-01,0
ICICIBANK,275.0,278.45,268.3,270.95,15765853,2015-09-01,0
AXISBANK,500.0,501.0,477.15,480.1,8843551,2015-09-01,0
ICICIBANK,276.0,276.75,263.1,264.85,17114462,2015-09-02,0
HDFCBANK,1005.1,1013.95,985.0,995.15,2170422,2015-09-02,0
AXISBANK,483.05,488.0,464.6,466.6,11537443,2015-09-02,0
AXISBANK,471.0,489.5,468.75,486.9,8651466,2015-09-03,1
HDFCBANK,1002.3,1015.0,999.0,1010.3,1626842,2015-09-03,1
ICICIBANK,268.65,269.8,261.7,266.85,15008352,2015-09-03,1
AXISBANK,483.1,483.4,462.5,468.0,8969600,2015-09-04,0
ICICIBANK,264.9,265.1,254.65,257.75,19641677,2015-09-04,0
HDFCBANK,1002.2,1006.0,980.0,996.05,2851148,2015-09-04,0
HDFCBANK,1001.0,1009.8,980.0,984.45,1345435,2015-09-07,0
AXISBANK,469.65,472.2,446.75,449.85,9743637,2015-09-07,0
ICICIBANK,260.05,261.25,247.7,249.1,19726124,2015-09-07,0
AXISBANK,452.25,475.6,450.0,473.9,12602488,2015-09-08,1
ICICIBANK,251.8,262.3,249.2,260.8,16636681,2015-09-08,1
HDFCBANK,986.7,1010.0,977.0,1004.05,1861122,2015-09-08,1
AXISBANK,484.2,495.0,475.1,486.25,11672474,2015-09-09,1
ICICIBANK,267.95,269.0,262.65,264.55,22253367,2015-09-09,1
HDFCBANK,1014.5,1025.0,1005.0,1016.3,1638280,2015-09-09,1
AXISBANK,477.8,487.0,472.1,482.6,8384392,2015-09-10,0
ICICIBANK,260.0,270.0,256.25,267.4,12471151,2015-09-10,1
HDFCBANK,1003.0,1016.95,996.3,1011.0,1115935,2015-09-10,0
HDFCBANK,1014.5,1020.0,1006.8,1010.5,1075440,2015-09-11,0
AXISBANK,488.0,493.7,474.6,481.25,7212180,2015-09-11,0
ICICIBANK,267.35,269.9,264.4,267.55,13520762,2015-09-11,1
HDFCBANK,1008.85,1022.3,1003.5,1019.7,1265086,2015-09-14,1
ICICIBANK,266.25,273.3,263.1,272.4,12091315,2015-09-14,1
AXISBANK,480.0,498.0,479.25,496.2,5537347,2015-09-14,1
ICICIBANK,273.0,273.0,266.8,268.9,13477936,2015-09-15,0
HDFCBANK,1017.95,1019.65,1008.1,1013.15,1083182,2015-09-15,0
AXISBANK,497.1,498.5,480.85,482.75,9567400,2015-09-15,0
HDFCBANK,1018.9,1028.1,1011.55,1023.35,1063513,2015-09-16,1
AXISBANK,487.45,497.0,486.0,494.25,7293528,2015-09-16,1
ICICIBANK,272.5,273.95,269.05,272.85,12160988,2015-09-16,1
ICICIBANK,278.25,285.35,274.8,277.85,19351204,2015-09-18,1
HDFCBANK,1035.0,1062.0,1031.15,1049.75,1960292,2015-09-18,1
AXISBANK,500.0,520.4,500.0,517.45,18814281,2015-09-18,1
AXISBANK,510.55,530.0,508.75,528.0,7516002,2015-09-21,1
ICICIBANK,271.9,280.35,271.0,279.3,10463709,2015-09-21,1
HDFCBANK,1037.95,1055.0,1036.35,1052.95,1069172,2015-09-21,1
AXISBANK,531.0,534.7,505.2,509.7,7358434,2015-09-22,0
ICICIBANK,278.0,280.35,269.1,270.55,13401118,2015-09-22,0
HDFCBANK,1050.05,1060.0,1025.3,1030.65,1506303,2015-09-22,0
AXISBANK,498.75,514.85,497.1,511.7,7602683,2015-09-23,1
HDFCBANK,1019.2,1053.45,1018.65,1049.2,1290288,2015-09-23,1
ICICIBANK,266.95,275.0,264.15,273.35,11353788,2015-09-23,1
AXISBANK,510.0,518.2,506.2,513.95,6911468,2015-09-24,1
HDFCBANK,1047.0,1054.0,1036.0,1051.4,2063209,2015-09-24,1
ICICIBANK,271.4,273.6,267.0,268.3,9597480,2015-09-24,0
ICICIBANK,272.0,272.7,266.45,268.1,7783636,2015-09-28,0
AXISBANK,514.5,522.0,505.0,506.7,6526803,2015-09-28,0
HDFCBANK,1055.0,1060.0,1043.1,1046.4,1444277,2015-09-28,0
HDFCBANK,1032.0,1073.9,1025.1,1064.8,2604710,2015-09-29,1
ICICIBANK,263.7,272.65,256.35,269.0,26741476,2015-09-29,1
AXISBANK,499.9,513.5,485.0,504.5,19935063,2015-09-29,0
ICICIBANK,271.3,272.3,265.7,270.35,12455013,2015-09-30,1
HDFCBANK,1068.0,1073.0,1061.35,1068.8,2256949,2015-09-30,1
AXISBANK,508.8,510.0,491.5,495.65,12199436,2015-09-30,0
HDFCBANK,1075.2,1076.9,1059.35,1067.65,1258697,2015-10-01,0
AXISBANK,500.0,503.45,490.9,496.25,8137042,2015-10-01,1
ICICIBANK,273.45,273.45,266.05,267.1,6979888,2015-10-01,0
HDFCBANK,1077.2,1104.8,1077.2,1098.35,2013343,2015-10-05,1
AXISBANK,504.5,514.9,501.55,513.25,9558125,2015-10-05,1
ICICIBANK,272.4,282.0,272.4,280.95,12506147,2015-10-05,1
ICICIBANK,284.0,284.85,280.0,282.75,9542951,2015-10-06,1
AXISBANK,517.35,518.55,505.0,506.4,8226452,2015-10-06,0
HDFCBANK,1107.0,1107.9,1083.0,1085.95,1189741,2015-10-06,0
HDFCBANK,1088.0,1098.35,1083.35,1087.75,1096567,2015-10-07,1
ICICIBANK,280.9,283.8,277.2,283.0,7059730,2015-10-07,1
AXISBANK,503.25,509.8,495.0,496.8,11251639,2015-10-07,0
HDFCBANK,1088.1,1090.7,1075.4,1083.1,970477,2015-10-08,0
ICICIBANK,282.4,282.4,277.15,278.45,6045032,2015-10-08,0
AXISBANK,500.0,500.45,484.2,491.5,9941551,2015-10-08,0
HDFCBANK,1095.0,1095.0,1080.2,1086.15,860807,2015-10-09,1
ICICIBANK,281.5,287.9,280.55,286.1,10093239,2015-10-09,1
AXISBANK,495.0,499.25,486.75,490.45,10368020,2015-10-09,0
HDFCBANK,1087.7,1095.5,1077.8,1080.55,554335,2015-10-12,0
AXISBANK,497.8,497.8,485.1,487.05,5566595,2015-10-12,0
ICICIBANK,287.7,291.5,285.25,287.6,7174781,2015-10-12,1
HDFCBANK,1075.55,1082.15,1073.2,1076.35,455913,2015-10-13,0
AXISBANK,487.0,492.1,485.0,490.9,7268043,2015-10-13,1
ICICIBANK,285.9,289.7,284.5,287.45,5547304,2015-10-13,0
HDFCBANK,1068.8,1086.5,1067.05,1084.75,687287,2015-10-14,1
ICICIBANK,283.45,285.2,281.95,282.9,4841297,2015-10-14,0
AXISBANK,489.7,496.8,488.05,495.5,5645540,2015-10-14,1
ICICIBANK,284.0,287.0,283.65,286.35,6144899,2015-10-15,1
HDFCBANK,1085.7,1096.5,1081.0,1084.15,981488,2015-10-15,0
AXISBANK,497.0,502.0,495.55,498.7,5251039,2015-10-15,1
ICICIBANK,286.5,292.7,282.55,290.05,8082353,2015-10-16,1
HDFCBANK,1090.0,1101.5,1085.0,1100.05,1210922,2015-10-16,1
AXISBANK,494.5,507.5,491.4,504.65,5875167,2015-10-16,1
HDFCBANK,1100.0,1102.1,1094.3,1097.8,663555,2015-10-19,0
AXISBANK,502.0,508.8,501.15,506.65,4242869,2015-10-19,1
ICICIBANK,289.4,289.9,285.6,287.2,5279028,2015-10-19,0
AXISBANK,504.6,513.3,504.6,509.4,5729459,2015-10-20,1
ICICIBANK,286.5,289.5,284.3,286.2,7918471,2015-10-20,0
HDFCBANK,1098.0,1102.9,1091.2,1094.9,962839,2015-10-20,0
AXISBANK,509.3,514.75,505.0,511.75,6245542,2015-10-21,1
ICICIBANK,285.55,287.85,278.8,282.7,5105608,2015-10-21,0
HDFCBANK,1098.9,1104.0,1085.0,1095.0,1818301,2015-10-21,1
ICICIBANK,285.95,289.0,284.65,286.25,7462082,2015-10-23,1
HDFCBANK,1099.45,1113.7,1096.0,1108.5,1116762,2015-10-23,1
AXISBANK,515.25,527.5,515.25,525.65,11628906,2015-10-23,1
ICICIBANK,287.75,289.75,283.75,285.35,5532303,2015-10-26,0
AXISBANK,528.85,532.7,519.2,521.05,8015119,2015-10-26,0
HDFCBANK,1113.95,1114.2,1097.0,1101.5,1221996,2015-10-26,0
AXISBANK,517.25,528.5,515.65,521.8,13011580,2015-10-27,1
ICICIBANK,284.0,285.9,282.1,283.7,5536672,2015-10-27,0
HDFCBANK,1095.55,1114.0,1095.55,1110.9,2246008,2015-10-27,1
ICICIBANK,280.0,280.7,269.1,271.2,14093806,2015-10-28,0
AXISBANK,495.7,495.7,476.55,482.9,33157058,2015-10-28,0
HDFCBANK,1105.05,1124.0,1105.05,1111.5,1923690,2015-10-28,1
AXISBANK,485.0,486.4,467.05,468.95,22054683,2015-10-29,0
HDFCBANK,1110.0,1114.5,1100.0,1103.55,1675592,2015-10-29,0
ICICIBANK,272.3,274.3,270.35,271.45,8213879,2015-10-29,1
AXISBANK,472.0,478.4,465.0,475.4,16103533,2015-10-30,1
HDFCBANK,1102.0,1112.0,1090.45,1099.6,2024365,2015-10-30,0
ICICIBANK,272.25,279.65,270.5,277.0,25112269,2015-10-30,1
ICICIBANK,277.0,281.3,275.7,279.55,10362208,2015-11-02,1
AXISBANK,477.8,479.85,473.1,478.25,10316509,2015-11-02,1
HDFCBANK,1095.05,1095.9,1076.5,1083.1,789138,2015-11-02,0
ICICIBANK,280.4,282.7,278.2,279.45,8254353,2015-11-03,0
HDFCBANK,1090.95,1092.0,1079.2,1084.9,637148,2015-11-03,1
AXISBANK,481.0,483.5,473.35,474.65,9337442,2015-11-03,0
ICICIBANK,280.95,280.95,272.5,273.35,6718121,2015-11-04,0
HDFCBANK,1090.05,1098.1,1078.25,1081.7,674111,2015-11-04,0
AXISBANK,480.0,480.1,470.6,472.5,6319148,2015-11-04,0
ICICIBANK,272.0,273.5,268.75,270.05,10384095,2015-11-05,0
HDFCBANK,1078.5,1083.0,1069.5,1079.85,899238,2015-11-05,0
AXISBANK,472.0,472.0,462.0,463.8,8078032,2015-11-05,0
AXISBANK,462.0,467.5,459.5,465.15,9185858,2015-11-06,1
HDFCBANK,1080.7,1089.0,1075.25,1080.9,1470251,2015-11-06,1
ICICIBANK,269.9,269.9,264.75,267.1,11019582,2015-11-06,0
ICICIBANK,259.3,265.0,256.0,263.15,12225680,2015-11-09,0
HDFCBANK,1058.0,1069.65,1051.0,1064.8,2857358,2015-11-09,0
AXISBANK,453.0,467.0,445.9,464.95,9643857,2015-11-09,0
ICICIBANK,261.5,266.4,260.45,262.8,7866087,2015-11-10,0
HDFCBANK,1060.05,1065.0,1052.45,1054.6,1100645,2015-11-10,0
AXISBANK,463.0,473.5,462.25,468.35,7040567,2015-11-10,1
AXISBANK,474.5,482.4,473.0,480.35,3012461,2015-11-11,1
HDFCBANK,1055.0,1060.0,1052.45,1054.4,243873,2015-11-11,0
ICICIBANK,263.65,266.0,262.75,263.75,2623594,2015-11-11,1
ICICIBANK,260.35,263.0,259.0,261.75,9237186,2015-11-13,0
AXISBANK,475.4,487.2,472.3,484.95,10014779,2015-11-13,1
HDFCBANK,1049.4,1055.0,1041.0,1052.05,985007,2015-11-13,0
HDFCBANK,1048.75,1065.0,1045.25,1060.95,1183683,2015-11-16,1
ICICIBANK,261.0,268.35,259.6,267.25,8174888,2015-11-16,1
AXISBANK,484.0,485.0,477.0,481.45,6488927,2015-11-16,0
HDFCBANK,1063.3,1063.8,1051.2,1060.8,641851,2015-11-17,0
AXISBANK,484.75,485.0,473.05,475.6,5944197,2015-11-17,0
ICICIBANK,271.7,272.35,265.05,267.85,16327000,2015-11-17,1
ICICIBANK,267.0,268.25,259.5,260.45,8636961,2015-11-18,0
AXISBANK,474.7,476.7,462.2,463.55,6081331,2015-11-18,0
HDFCBANK,1061.7,1065.85,1046.3,1048.6,611680,2015-11-18,0
HDFCBANK,1055.0,1070.95,1049.6,1068.9,819420,2015-11-19,1
ICICIBANK,263.0,268.0,262.6,266.4,8744206,2015-11-19,1
AXISBANK,468.0,468.0,460.1,463.05,8717250,2015-11-19,0
ICICIBANK,264.6,270.25,263.5,264.95,8927101,2015-11-20,0
HDFCBANK,1064.9,1080.25,1060.0,1070.85,1162040,2015-11-20,1
AXISBANK,462.95,465.35,458.25,459.85,11446890,2015-11-20,0
AXISBANK,461.0,464.25,458.7,462.7,7774882,2015-11-23,1
HDFCBANK,1074.0,1075.5,1059.05,1066.05,852070,2015-11-23,0
ICICIBANK,266.0,267.75,257.3,265.95,11577811,2015-11-23,1
AXISBANK,462.85,466.95,462.7,463.85,5388027,2015-11-24,1
HDFCBANK,1065.25,1073.5,1062.1,1064.35,1000563,2015-11-24,0
ICICIBANK,263.35,265.4,259.65,263.35,10705182,2015-11-24,0
AXISBANK,465.1,468.55,464.5,465.3,26648537,2015-11-26,1
ICICIBANK,263.25,267.7,263.25,264.0,12050313,2015-11-26,1
HDFCBANK,1059.0,1067.0,1051.1,1063.95,2197871,2015-11-26,0
AXISBANK,467.0,475.4,466.1,471.0,10288912,2015-11-27,1
ICICIBANK,265.75,271.0,264.4,270.05,10553108,2015-11-27,1
HDFCBANK,1064.85,1082.2,1060.95,1079.4,1731268,2015-11-27,1
HDFCBANK,1079.2,1081.0,1069.7,1077.75,1311944,2015-11-30,0
ICICIBANK,268.2,277.5,268.2,274.75,15026362,2015-11-30,1
AXISBANK,469.25,474.4,468.1,469.15,8926273,2015-11-30,0
ICICIBANK,275.05,276.75,273.3,273.9,6003369,2015-12-01,0
HDFCBANK,1077.05,1084.9,1073.5,1083.0,473833,2015-12-01,1
AXISBANK,471.0,471.35,458.15,461.6,11177827,2015-12-01,0
HDFCBANK,1090.0,1092.7,1071.85,1077.8,640571,2015-12-02,0
ICICIBANK,274.55,275.4,268.55,270.4,6510057,2015-12-02,0
AXISBANK,462.25,463.4,457.25,459.5,7152991,2015-12-02,0
